Store_ID,Product_ID,Stock_On_Hand,Product_Price,Product_Cost,StoreAgeDays,Year,Month,Day,DayOfWeek,WeekOfYear,Units_7D_MA_LAG1,Store_City_Campeche,Store_City_Chetumal,Store_City_Chihuahua,Store_City_Chilpancingo,Store_City_Ciudad Victoria,Store_City_Cuernavaca,Store_City_Cuidad de Mexico,Store_City_Culiacan,Store_City_Durango,Store_City_Guadalajara,Store_City_Guanajuato,Store_City_Hermosillo,Store_City_La Paz,Store_City_Merida,Store_City_Mexicali,Store_City_Monterrey,Store_City_Morelia,Store_City_Oaxaca,Store_City_Pachuca,Store_City_Puebla,Store_City_Saltillo,Store_City_San Luis Potosi,Store_City_Santiago,Store_City_Toluca,Store_City_Tuxtla Gutierrez,Store_City_Villahermosa,Store_City_Xalapa,Store_City_Zacatecas,Store_Location_Commercial,Store_Location_Downtown,Store_Location_Residential,Product_Category_Electronics,Product_Category_Games,Product_Category_Sports & Outdoors,Product_Category_Toys,Units
9,8,29.0,6.989999999999999,3.99,6287.0,2022,1,1,5,52,10.833333333333334,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,12
9,24,16.0,19.99,14.99,6287.0,2022,1,1,5,52,6.333333333333333,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,12
9,27,29.0,4.99,3.99,6287.0,2022,1,1,5,52,6.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,4
10,1,5.0,15.99,9.99,6196.0,2022,1,1,5,52,6.166666666666667,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,4
10,8,73.0,6.99,3.9899999999999998,6196.0,2022,1,1,5,52,6.166666666666667,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,14
10,35,2.0,7.99,3.9900000000000007,6196.0,2022,1,1,5,52,7.833333333333333,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,20
11,31,20.0,8.99,7.989999999999999,6101.0,2022,1,1,5,52,7.833333333333333,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,3
12,6,23.0,14.99,6.99,5720.0,2022,1,1,5,52,9.333333333333334,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,45
12,7,11.0,15.990000000000002,11.990000000000002,5720.0,2022,1,1,5,52,12.166666666666666,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,11
12,8,61.0,6.99,3.99,5720.0,2022,1,1,5,52,9.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,15
13,6,14.0,14.99,6.99,5603.0,2022,1,1,5,52,15.833333333333334,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,10
14,6,18.0,14.99,6.99,5449.0,2022,1,1,5,52,9.666666666666666,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,5
14,30,10.0,19.99,17.99,5449.0,2022,1,1,5,52,7.5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,1
16,8,18.0,6.989999999999999,3.99,5341.0,2022,1,1,5,52,13.666666666666666,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,12
16,30,49.0,19.99,17.99,5341.0,2022,1,1,5,52,8.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,1
16,35,6.0,7.989999999999999,3.99,5341.0,2022,1,1,5,52,15.166666666666666,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,9
17,9,7.0,10.99,9.99,5137.0,2022,1,1,5,52,17.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,8
18,10,16.0,14.99,10.99,4880.0,2022,1,1,5,52,7.833333333333333,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,18
19,2,14.0,12.99,9.99,4764.0,2022,1,1,5,52,12.833333333333334,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,9
19,6,11.0,14.99,6.99,4764.0,2022,1,1,5,52,7.833333333333333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,26
19,9,8.0,10.99,9.99,4764.0,2022,1,1,5,52,9.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,42
19,30,7.0,19.99,17.99,4764.0,2022,1,1,5,52,8.833333333333334,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,11
21,1,7.0,15.99,9.99,4422.0,2022,1,1,5,52,9.333333333333334,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,13
21,8,11.0,6.99,3.9900000000000007,4422.0,2022,1,1,5,52,8.333333333333334,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,10
21,17,4.0,19.99,13.99,4422.0,2022,1,1,5,52,12.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,23
22,30,22.0,19.99,17.99,4296.0,2022,1,1,5,52,10.833333333333334,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,14
23,14,7.0,10.99,5.99,4221.0,2022,1,1,5,52,9.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,15
24,4,1.0,12.99,9.99,4172.0,2022,1,1,5,52,8.333333333333334,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,14
24,31,10.0,8.99,7.989999999999999,4172.0,2022,1,1,5,52,6.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,18
25,9,9.0,10.99,9.99,4133.0,2022,1,1,5,52,16.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,4
25,18,34.0,39.99,34.99,4133.0,2022,1,1,5,52,8.166666666666666,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,6
27,8,12.0,6.99,3.9900000000000007,4109.0,2022,1,1,5,52,6.666666666666667,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,5
28,1,6.0,15.99,9.99,3928.0,2022,1,1,5,52,9.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,6
28,30,27.0,19.99,17.99,3928.0,2022,1,1,5,52,7.666666666666667,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,11
29,2,15.0,12.99,9.99,3847.0,2022,1,1,5,52,11.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,15
30,1,15.0,15.99,9.99,3726.0,2022,1,1,5,52,9.666666666666666,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,14
30,2,30.0,12.99,9.99,3726.0,2022,1,1,5,52,7.666666666666667,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,13
30,6,18.0,14.99,6.99,3726.0,2022,1,1,5,52,7.166666666666667,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,27
30,9,59.0,10.99,9.99,3726.0,2022,1,1,5,52,10.5,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,7
30,24,23.0,19.99,14.99,3726.0,2022,1,1,5,52,5.666666666666667,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,9
31,1,5.0,15.99,9.99,3529.0,2022,1,1,5,52,8.333333333333334,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4
31,8,84.0,6.99,3.9900000000000007,3529.0,2022,1,1,5,52,16.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,10
31,18,2.0,39.99,34.99,3529.0,2022,1,1,5,52,8.833333333333334,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,6
32,8,56.0,6.99,3.99,3410.0,2022,1,1,5,52,17.166666666666668,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,40
32,9,3.0,10.99,9.99,3410.0,2022,1,1,5,52,12.333333333333334,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,5
33,27,6.0,4.99,3.99,3212.0,2022,1,1,5,52,9.833333333333334,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,16
33,33,9.0,12.99,10.99,3212.0,2022,1,1,5,52,8.166666666666666,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,17
34,8,68.0,6.989999999999999,3.99,3130.0,2022,1,1,5,52,7.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,21
34,18,12.0,39.99,34.99,3130.0,2022,1,1,5,52,7.333333333333333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,45
34,24,28.0,19.99,14.990000000000002,3130.0,2022,1,1,5,52,15.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,11
34,31,30.0,8.99,7.99,3130.0,2022,1,1,5,52,7.166666666666667,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,1
35,31,74.0,8.99,7.989999999999999,3126.0,2022,1,1,5,52,7.5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,12
36,1,2.0,15.990000000000002,9.99,3106.0,2022,1,1,5,52,8.833333333333334,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,11
36,14,110.0,10.99,5.99,3106.0,2022,1,1,5,52,10.166666666666666,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,19
36,17,12.0,19.99,13.99,3106.0,2022,1,1,5,52,9.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,6
37,8,129.0,6.99,3.9899999999999998,2956.0,2022,1,1,5,52,15.833333333333334,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,16
37,18,6.0,39.99,34.99,2956.0,2022,1,1,5,52,16.333333333333332,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,4
37,22,9.0,19.99,13.99,2956.0,2022,1,1,5,52,16.833333333333332,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,5
37,31,14.0,8.99,7.99,2956.0,2022,1,1,5,52,8.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,10
37,34,13.0,25.99,20.99,2956.0,2022,1,1,5,52,12.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,19
38,8,94.0,6.99,3.99,2846.0,2022,1,1,5,52,22.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,9
38,9,6.0,10.99,9.99,2846.0,2022,1,1,5,52,14.333333333333334,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,3
38,21,63.0,9.99,6.989999999999999,2846.0,2022,1,1,5,52,10.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,6
38,22,8.0,19.99,13.990000000000002,2846.0,2022,1,1,5,52,13.333333333333334,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,29
39,8,90.0,6.99,3.99,2812.0,2022,1,1,5,52,11.333333333333334,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,11
39,34,4.0,25.990000000000002,20.990000000000002,2812.0,2022,1,1,5,52,13.833333333333334,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,34
40,7,4.0,15.99,11.99,2776.0,2022,1,1,5,52,9.333333333333334,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,5
40,17,19.0,19.99,13.990000000000002,2776.0,2022,1,1,5,52,8.666666666666666,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,11
41,1,21.0,15.99,9.99,2771.0,2022,1,1,5,52,8.4,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,18
41,6,7.0,14.99,6.99,2771.0,2022,1,1,5,52,11.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,8
41,8,32.0,6.99,3.99,2771.0,2022,1,1,5,52,18.166666666666668,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,53
42,8,54.0,6.99,3.99,2745.0,2022,1,1,5,52,13.833333333333334,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,8
42,27,23.0,4.99,3.9899999999999998,2745.0,2022,1,1,5,52,11.166666666666666,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,7
43,1,24.0,15.99,9.99,2742.0,2022,1,1,5,52,8.5,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,2
43,8,71.0,6.99,3.99,2742.0,2022,1,1,5,52,13.833333333333334,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,4
44,2,4.0,12.99,9.99,2562.0,2022,1,1,5,52,8.833333333333334,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,24
44,18,117.0,39.99,34.99,2562.0,2022,1,1,5,52,12.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,20
44,31,8.0,8.99,7.99,2562.0,2022,1,1,5,52,6.666666666666667,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,4
46,6,65.0,14.99,6.989999999999999,2254.0,2022,1,1,5,52,13.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,6
47,8,70.0,6.99,3.9899999999999998,2233.0,2022,1,1,5,52,12.666666666666666,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,7
47,31,48.0,8.99,7.99,2233.0,2022,1,1,5,52,10.333333333333334,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,5
48,2,23.0,12.99,9.99,2110.0,2022,1,1,5,52,15.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,9
48,7,28.0,15.99,11.99,2110.0,2022,1,1,5,52,12.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,12
48,8,100.0,6.989999999999999,3.99,2110.0,2022,1,1,5,52,8.833333333333334,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,12
48,9,13.0,10.99,9.99,2110.0,2022,1,1,5,52,9.666666666666666,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,7
49,5,13.0,9.99,7.989999999999999,2062.0,2022,1,1,5,52,8.166666666666666,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,12
49,8,77.0,6.99,3.9900000000000007,2062.0,2022,1,1,5,52,13.5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,5
50,5,3.0,9.99,7.99,2054.0,2022,1,1,5,52,10.666666666666666,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,13
50,6,27.0,14.99,6.99,2054.0,2022,1,1,5,52,9.5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,5
50,8,51.0,6.99,3.9900000000000007,2054.0,2022,1,1,5,52,8.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,50
